change_type,para_prev_idx,para_curr_idx,text_prev,text_curr,semantic_sim,token_diff
modified/added,0,8.0,Ä°ctimai qaydalar | Facebook,Facebook Lite,0.479,- Ä°ctimai - qaydalar - |   Facebook + Lite
modified/added,5,5.0,Communication Tools Facebook ©2017,Communication Tools,0.665,  Communication   Tools - Facebook - ©2017
deleted,0,,Ä°ctimai qaydalar | Facebook,,0.479,
deleted,5,,Communication Tools Facebook ©2017,,0.665,
